year,imdb,title,clean_test,clean_test_numeric,binary,budget,Country,Genre,isAction,isCrime,isUSFilm,Production,RT_Score
2008,tt0465502,Igor,men,2,FAIL,30000000,"USA, France","Animation, Comedy, Family, Fantasy",FALSE,FALSE,TRUE,MGM,37
2008,tt0780536,In Bruges,notalk,1,FAIL,15000000,"UK, USA","Comedy, Crime, Drama, Thriller",FALSE,TRUE,TRUE,Focus Features,83
2008,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,notalk,1,FAIL,185000000,USA,"Action, Adventure",TRUE,FALSE,TRUE,Paramount Pictures,78
2008,tt0494238,Inkheart,ok,3,PASS,60000000,"Germany, UK, USA","Adventure, Family, Fantasy",FALSE,FALSE,TRUE,Warner Bros. Pictures/New Line Cinema,38
2008,tt0371746,Iron Man,men,2,FAIL,186000000,USA,"Action, Adventure, Sci-Fi",TRUE,FALSE,TRUE,Paramount Pictures,93
2008,tt0373051,Journey to the Center of the Earth,notalk,1,FAIL,45000000,USA,"Action, Adventure, Family, Fantasy, Sci-Fi",TRUE,FALSE,TRUE,Warner Bros. Pictures,61
2008,tt0489099,Jumper,notalk,1,FAIL,82500000,"USA, Canada","Action, Adventure, Sci-Fi, Thriller",TRUE,FALSE,TRUE,20th Century Fox,15
2008,tt0441773,Kung Fu Panda,notalk,1,FAIL,130000000,USA,"Animation, Action, Adventure, Comedy, Family",TRUE,FALSE,TRUE,Paramount Pictures,87
2008,tt1139797,L&aring;t den r&auml;tte komma in (Let the Right One In),notalk,1,FAIL,4500000,Sweden,"Drama, Horror, Romance",FALSE,FALSE,FALSE,Magnet/Magnolia Pictures,98
2008,tt0866439,Made of Honor,men,2,FAIL,40000000,"USA, UK","Comedy, Romance",FALSE,FALSE,TRUE,Sony Pictures/Columbia,15
2008,tt0467197,Max Payne,ok,3,PASS,35000000,"Canada, USA","Action, Crime, Drama, Mystery, Thriller",TRUE,TRUE,TRUE,20th Century Fox,16
2008,tt0765476,Meet Dave,notalk,1,FAIL,60000000,USA,"Adventure, Comedy, Family, Romance, Sci-Fi",FALSE,FALSE,TRUE,20th Century Fox,20
2008,tt1013753,Milk,notalk,1,FAIL,20000000,USA,"Biography, Drama",FALSE,FALSE,TRUE,Focus Features,93
2008,tt1046997,Miracle at St. Anna,men,2,FAIL,45000000,"USA, Italy","Action, Drama, War",TRUE,FALSE,TRUE,Touchstone Pictures,33
2008,tt0981227,Nick and Norah&#39;s Infinite Playlist,ok,3,PASS,10000000,USA,"Comedy, Drama, Music, Romance",FALSE,FALSE,TRUE,Sony Pictures/Screen Gems,74
2008,tt0410377,Nim&#39;s Island,ok,3,PASS,37000000,USA,"Adventure, Family, Fantasy",FALSE,FALSE,TRUE,Fox Walden,51
2008,tt0910936,Pineapple Express,men,2,FAIL,26000000,USA,"Action, Comedy, Crime",TRUE,TRUE,TRUE,N/A,-1
2008,tt1226681,Pontypool,nowomen,0,FAIL,1500000,Canada,"Fantasy, Horror, Thriller",FALSE,FALSE,FALSE,IFC Entertainment,84
2008,tt0368563,Possession,ok,3,PASS,25000000,USA,"Drama, Horror, Mystery, Thriller",FALSE,FALSE,TRUE,Yari Film Group,-1
2008,tt0926129,Prom Night,ok,3,PASS,18000000,"USA, Canada","Horror, Mystery",FALSE,FALSE,TRUE,Screen Gems,8
2008,tt0830515,Quantum of Solace,notalk,1,FAIL,230000000,"UK, USA","Action, Adventure, Thriller",TRUE,FALSE,TRUE,Sony/MGM,65
2008,tt1082868,Quarantine,ok,3,PASS,12000000,USA,"Horror, Thriller",FALSE,FALSE,TRUE,Screen Gems,57
2008,tt1084950,Rachel Getting Married,ok,3,PASS,12000000,USA,"Drama, Romance",FALSE,FALSE,TRUE,Sony Pictures Classics,84
2008,tt0959337,Revolutionary Road,ok,3,PASS,45000000,"USA, UK","Drama, Romance",FALSE,FALSE,TRUE,Paramount Vantage,67
2008,tt1032755,RocknRolla,notalk,1,FAIL,18000000,"UK, USA, France","Action, Crime, Thriller",TRUE,TRUE,TRUE,Warner Bros. Pictures/Dark Castle,60
2008,tt0814314,Seven Pounds,ok,3,PASS,54000000,USA,"Drama, Romance",FALSE,FALSE,TRUE,Sony Pictures,26
2008,tt1000774,Sex and the City,ok,3,PASS,57500000,USA,"Comedy, Drama, Romance",FALSE,FALSE,TRUE,Warner Bros. Pictures,49
2008,tt1010048,Slumdog Millionaire,notalk,1,FAIL,14000000,UK,"Drama, Romance",FALSE,FALSE,FALSE,Fox Searchlight Pictures,91
2008,tt0811080,Speed Racer,ok,3,PASS,120000000,"USA, Australia, Germany","Action, Adventure, Comedy, Drama, Family, Sci-Fi, Sport",TRUE,FALSE,TRUE,Warner Bros. Pictures,40
2008,tt0838283,Step Brothers,notalk,1,FAIL,65000000,USA,Comedy,FALSE,FALSE,TRUE,Columbia Pictures,55
2008,tt0862846,Sunshine Cleaning,ok,3,PASS,5000000,USA,"Comedy, Drama",FALSE,FALSE,TRUE,Overture Films,74
2008,tt0936501,Taken,ok,3,PASS,25000000,"France, USA","Action, Thriller",TRUE,FALSE,TRUE,20th Century Fox,58
2008,tt0200465,The Bank Job,ok,3,PASS,20000000,"UK, USA, Australia","Crime, Thriller",FALSE,TRUE,TRUE,Lionsgate,79
2008,tt0499448,The Chronicles of Narnia: Prince Caspian,ok,3,PASS,225000000,"USA, Poland, Slovenia, Czech Republic, UK","Action, Adventure, Family, Fantasy",TRUE,FALSE,TRUE,Walt Disney Pictures,67
2008,tt0970416,The Day the Earth Stood Still,ok,3,PASS,80000000,"USA, Canada","Drama, Sci-Fi, Thriller",FALSE,FALSE,TRUE,20th Century Fox,21
2008,tt0406759,The Eye,ok,3,PASS,12000000,"USA, Canada","Horror, Mystery",FALSE,FALSE,TRUE,Lionsgate Films,22
2008,tt0865556,The Forbidden Kingdom,notalk,1,FAIL,55000000,"USA, China","Action, Adventure, Fantasy",TRUE,FALSE,TRUE,Lionsgate,64
2008,tt0852713,The House Bunny,ok,3,PASS,25000000,USA,"Comedy, Romance",FALSE,FALSE,TRUE,Sony Pictures/Columbia,43
2008,tt0887912,The Hurt Locker,notalk,1,FAIL,15000000,USA,"Drama, Thriller, War",FALSE,FALSE,TRUE,Summit Entertainment,97
2008,tt0800080,The Incredible Hulk,notalk,1,FAIL,137500000,USA,"Action, Adventure, Sci-Fi",TRUE,FALSE,TRUE,Universal Pictures,67
2008,tt0981072,The Lucky Ones,ok,3,PASS,14000000,USA,"Comedy, Drama, War",FALSE,FALSE,TRUE,Lionsgate,37
2008,tt0467200,The Other Boleyn Girl,ok,3,PASS,40000000,"UK, USA","Biography, Drama, History, Romance",FALSE,FALSE,TRUE,Sony Pictures/Columbia,42
2008,tt0976051,The Reader,notalk,1,FAIL,32500000,"Germany, USA","Drama, Romance",FALSE,FALSE,TRUE,The Weinstein Co./MGM,63
2008,tt0416212,The Secret Life of Bees,ok,3,PASS,11000000,USA,Drama,FALSE,FALSE,TRUE,Fox Searchlight,59
2008,tt1018785,The Sisterhood of the Traveling Pants 2,ok,3,PASS,27000000,USA,"Comedy, Drama, Romance",FALSE,FALSE,TRUE,Warner Bros. Pictures,65
2008,tt420238,The Tale of Despereaux,ok,3,PASS,60000000,null,null,FALSE,FALSE,FALSE,null,-1
2008,tt0430770,The Women,ok,3,PASS,16000000,USA,"Comedy, Drama",FALSE,FALSE,TRUE,Picturehouse Entertainment,13
2008,tt1125849,The Wrestler,notalk,1,FAIL,6000000,"USA, France","Drama, Sport",FALSE,FALSE,TRUE,Fox Searchlight Pictures,98
2008,tt0882978,Three Kingdoms: Resurrection of the Dragon,notalk,1,FAIL,20000000,"China, South Korea, Hong Kong","Action, Drama, History",TRUE,FALSE,FALSE,Amero PT,-1
2008,tt0800241,Transsiberian,ok,3,PASS,15000000,"UK, Germany, Spain, Lithuania","Crime, Drama, Mystery, Thriller",FALSE,TRUE,FALSE,First Look,93
2008,tt0942385,Tropic Thunder,nowomen,0,FAIL,90000000,"USA, UK, Germany","Action, Adventure, Comedy, War",TRUE,FALSE,TRUE,DreamWorks/Paramount Studios,81
2008,tt1099212,Twilight,ok,3,PASS,37000000,USA,"Drama, Fantasy, Romance",FALSE,FALSE,TRUE,Summit Entertainment,49
2008,tt0985699,Valkyrie,notalk,1,FAIL,90000000,"USA, Germany","Drama, History, Thriller, War",FALSE,FALSE,TRUE,MGM,62
2008,tt0497465,Vicky Cristina Barcelona,ok,3,PASS,16000000,"Spain, USA","Comedy, Drama, Romance",FALSE,FALSE,TRUE,The Weinstein Co.,81
2008,tt0910970,WALL-E,notalk,1,FAIL,180000000,USA,"Animation, Adventure, Family, Sci-Fi",FALSE,FALSE,TRUE,Walt Disney Pictures,95
2008,tt1185616,Waltz with Bashir,nowomen,0,FAIL,2000000,"Israel, France, Germany, USA, Finland, Switzerland, Belgium, Australia","Animation, Biography, Drama, History, Mystery, War",FALSE,FALSE,TRUE,Sony Pictures Classics,96
2008,tt0493464,Wanted,notalk,1,FAIL,75000000,"USA, Germany","Action, Crime, Fantasy, Thriller",TRUE,TRUE,TRUE,Universal Pictures,71
2008,tt1152850,Wendy and Lucy,ok,3,PASS,300000,USA,Drama,FALSE,FALSE,TRUE,Oscilloscope Pictures,85
2008,tt1033643,What Happens In Vegas,ok,3,PASS,35000000,USA,"Comedy, Romance",FALSE,FALSE,TRUE,20th Century Fox,26
2008,tt1068680,Yes Man,notalk,1,FAIL,50000000,"USA, UK","Comedy, Romance",FALSE,FALSE,TRUE,Warner Bros. Pictures/Village Roadshow,46
2007,tt1038988,[Rec],ok,3,PASS,2100000,Spain,"Horror, Mystery, Thriller",FALSE,FALSE,FALSE,Odeon Sky Filmworks,88
2007,tt0450385,1408,ok,3,PASS,22500000,USA,"Drama, Horror",FALSE,FALSE,TRUE,MGM/Dimension,79
2007,tt0463854,28 Weeks Later,ok,3,PASS,15000000,"UK, Spain","Drama, Horror, Sci-Fi",FALSE,FALSE,FALSE,Fox Atomic,71
2007,tt0381849,3:10 to Yuma,nowomen,0,FAIL,48000000,USA,"Action, Crime, Drama, Western",TRUE,TRUE,TRUE,Lionsgate Films,89
2007,tt0389722,30 Days of Night,men,2,FAIL,30000000,"USA, New Zealand","Action, Horror, Thriller",TRUE,FALSE,TRUE,Sony Pictures/Columbia,51
2007,tt0411061,88 Minutes,notalk,1,FAIL,30000000,"USA, Germany, Canada","Crime, Drama, Mystery, Thriller",FALSE,TRUE,TRUE,Sony Pictures Entertainment,5
2007,tt0445922,Across the Universe,ok,3,PASS,45000000,"USA, UK","Drama, Fantasy, Music, Musical, Romance",FALSE,FALSE,TRUE,Sony,53
2007,tt0783233,Atonement,ok,3,PASS,30000000,"UK, France, USA","Drama, Mystery, Romance, War",FALSE,FALSE,TRUE,Focus Features,83
2007,tt0416508,Becoming Jane,ok,3,PASS,16500000,"UK, Ireland","Biography, Drama, Romance",FALSE,FALSE,FALSE,Miramax Films,58
2007,tt0442933,Beowulf,ok,3,PASS,150000000,USA,"Animation, Action, Adventure, Fantasy",TRUE,FALSE,TRUE,Paramount Pictures,71
2007,tt0445934,Blades of Glory,ok,3,PASS,61000000,USA,"Comedy, Sport",FALSE,FALSE,TRUE,Paramount Pictures,70
2007,tt0398808,Bridge to Terabithia,ok,3,PASS,25000000,USA,"Adventure, Drama, Family, Fantasy",FALSE,FALSE,TRUE,Buena Vista,85
2007,tt0283503,Brooklyn Rules,ok,3,PASS,8000000,USA,"Crime, Drama",FALSE,TRUE,TRUE,City Lights Pictures,45
2007,tt0423977,Charlie Bartlett,men,2,FAIL,12000000,USA,"Comedy, Drama, Romance",FALSE,FALSE,TRUE,MGM,57
2007,tt0472062,Charlie Wilson&#39;s War,ok,3,PASS,75000000,"USA, Germany","Biography, Comedy, Drama, History",FALSE,FALSE,TRUE,Universal Pictures,82
2007,tt0795368,Death at a Funeral,ok,3,PASS,21000000,"USA, Germany, UK, Netherlands",Comedy,FALSE,FALSE,TRUE,N/A,-1
2007,tt0848557,Diary of the Dead,ok,3,PASS,2750000,USA,"Fantasy, Horror, Sci-Fi, Thriller",FALSE,FALSE,TRUE,The Weinstein Company,61
2007,tt0486822,Disturbia,ok,3,PASS,20000000,null,null,FALSE,FALSE,FALSE,null,-1
2007,tt0765443,Eastern Promises,ok,3,PASS,50000000,"UK, Canada, USA","Crime, Drama, Thriller",FALSE,TRUE,TRUE,Focus Features,89
2007,tt0461770,Enchanted,ok,3,PASS,85000000,USA,"Animation, Comedy, Family, Fantasy, Musical, Romance",FALSE,FALSE,TRUE,Walt Disney Pictures,93
2007,tt0452623,Gone Baby Gone,ok,3,PASS,19000000,USA,"Crime, Drama, Mystery, Thriller",FALSE,TRUE,TRUE,Miramax,94
2007,tt0427327,Hairspray,ok,3,PASS,75000000,"USA, UK","Comedy, Drama, Musical, Romance",FALSE,FALSE,TRUE,New Line Cinema,91
2007,tt0373883,Halloween,ok,3,PASS,15000000,USA,Horror,FALSE,FALSE,TRUE,MGM,25
2007,tt0367959,Hannibal Rising,notalk,1,FAIL,50000000,"UK, Czech Republic, France, Italy, USA","Adventure, Crime, Drama, Thriller, War",FALSE,TRUE,TRUE,MGM,15
2007,tt0373889,Harry Potter and the Order of the Phoenix,ok,3,PASS,150000000,"UK, USA","Adventure, Family, Fantasy, Mystery",FALSE,FALSE,TRUE,Warner Bros. Pictures,77
2007,tt0465494,Hitman,nowomen,0,FAIL,17500000,"France, USA","Action, Crime, Drama, Thriller",TRUE,TRUE,TRUE,Peace Arch Films,-1
2007,tt0498353,Hostel: Part II,ok,3,PASS,7500000,"USA, Czech Republic, Italy, Iceland, Slovakia","Crime, Horror, Thriller",FALSE,TRUE,TRUE,Lionsgate,44
2007,tt0425112,Hot Fuzz,notalk,1,FAIL,16000000,"UK, France","Action, Comedy, Mystery",TRUE,FALSE,FALSE,Rogue Pictures/Focus Features,91
2007,tt0787475,Hot Rod,notalk,1,FAIL,25000000,USA,"Comedy, Sport",FALSE,FALSE,TRUE,Paramount Pictures,39
2007,tt0480249,I Am Legend,ok,3,PASS,150000000,USA,"Drama, Sci-Fi, Thriller",FALSE,FALSE,TRUE,Warner Bros. Pictures,69
2007,tt0758758,Into the Wild,notalk,1,FAIL,20000000,USA,"Adventure, Biography, Drama",FALSE,FALSE,TRUE,Paramount Vantage,82
2007,tt0467406,Juno,ok,3,PASS,7000000,USA,"Comedy, Drama",FALSE,FALSE,TRUE,Fox Searchlight,94
2007,tt0478311,Knocked Up,ok,3,PASS,27500000,USA,"Comedy, Drama, Romance",FALSE,FALSE,TRUE,Universal,90
2007,tt0805564,Lars and the real Girl,ok,3,PASS,12500000,"USA, Canada","Comedy, Drama, Romance",FALSE,FALSE,TRUE,MGM/Sidney Kimmel Entertainment,81
2007,tt0337978,Live Free or Die Hard,notalk,1,FAIL,110000000,"USA, UK","Action, Thriller",TRUE,FALSE,TRUE,20th Century Fox,82
2007,tt0465538,Michael Clayton,men,2,FAIL,21500000,USA,"Crime, Drama, Mystery, Thriller",FALSE,TRUE,TRUE,Warner Bros. Pictures,90
2007,tt0758766,Music and Lyrics,men,2,FAIL,40000000,USA,"Comedy, Music, Romance",FALSE,FALSE,TRUE,Warner Bros. Pictures,62
2007,tt0481141,No Reservations,ok,3,PASS,28000000,USA,"Comedy, Drama, Romance",FALSE,FALSE,TRUE,Warner Bros. Pictures,42
2007,tt0808417,Persepolis,ok,3,PASS,7300000,"France, USA","Animation, Biography, Drama, History, War",FALSE,FALSE,TRUE,Sony Pictures Classics,96
2007,tt0449088,Pirates of the Caribbean: At World&#39;s End,ok,3,PASS,300000000,USA,"Action, Adventure, Fantasy",TRUE,FALSE,TRUE,Buena Vista,44
2007,tt0477071,Premonition,ok,3,PASS,20000000,USA,"Drama, Fantasy, Mystery, Thriller",FALSE,FALSE,TRUE,Sony,8
2007,tt0382932,Ratatouille,nowomen,0,FAIL,150000000,USA,"Animation, Adventure, Comedy, Drama, Family, Fantasy",FALSE,FALSE,TRUE,Disney/Pixar,96
2007,tt0432021,Resident Evil: Extinction,ok,3,PASS,45000000,"France, Australia, Germany, UK, USA, Mexico, Canada","Action, Horror, Sci-Fi, Thriller",TRUE,FALSE,TRUE,Sony Pictures,23
2007,tt00293564,Rush Hour 3,notalk,1,FAIL,180000000,"USA, Germany","Action, Comedy, Crime, Thriller",TRUE,TRUE,TRUE,New Line Cinema,18
2007,tt0822854,Shooter,notalk,1,FAIL,60000000,USA,"Action, Drama, Thriller",TRUE,FALSE,TRUE,Paramount Pictures,47
2007,tt0413267,Shrek the Third,ok,3,PASS,160000000,USA,"Animation, Adventure, Comedy, Family, Fantasy",FALSE,FALSE,TRUE,Dreamworks,41
2007,tt0964587,St. Trinian&#39;s,ok,3,PASS,11400000,UK,"Comedy, Family",FALSE,FALSE,FALSE,NeoClassics Films,31
2007,tt0486655,Stardust,ok,3,PASS,70000000,"UK, USA","Adventure, Family, Fantasy, Romance",FALSE,FALSE,TRUE,Paramount Pictures,76
2007,tt0448134,Sunshine,notalk,1,FAIL,40000000,"UK, USA","Adventure, Sci-Fi, Thriller",FALSE,FALSE,TRUE,N/A,-1
2007,tt0829482,Superbad,notalk,1,FAIL,17500000,USA,Comedy,FALSE,FALSE,TRUE,Sony Pictures/Columbia,87
2007,tt0815244,Sydney White,ok,3,PASS,16500000,USA,"Comedy, Drama, Romance",FALSE,FALSE,TRUE,Universal Pictures,36
2007,tt0825232,The Bucket List,notalk,1,FAIL,45000000,USA,"Adventure, Comedy, Drama",FALSE,FALSE,TRUE,Warner Bros. Pictures,40
2007,tt0385752,The Golden Compass,ok,3,PASS,205000000,"UK, USA","Adventure, Family, Fantasy",FALSE,FALSE,TRUE,New Line Cinema,42
2007,tt0419887,The Kite Runner,nowomen,0,FAIL,20000000,"USA, China, UK",Drama,FALSE,FALSE,TRUE,Paramount Vantage,66
2007,tt0756683,The Man from Earth,notalk,1,FAIL,200000,USA,"Drama, Fantasy, Sci-Fi",FALSE,FALSE,TRUE,STARZ MEDIA LLC.,-1
2007,tt0425430,The Messengers,ok,3,PASS,16000000,USA,"Horror, Mystery, Thriller",FALSE,FALSE,TRUE,Screen Gems,12
2007,tt0884328,The Mist,ok,3,PASS,13000000,USA,"Horror, Sci-Fi",FALSE,FALSE,TRUE,The Weinstein Company,72
2007,tt0481369,The Number 23,notalk,1,FAIL,32000000,"USA, Germany","Crime, Mystery, Thriller",FALSE,TRUE,TRUE,New Line,8
2007,tt0775529,The Savages,ok,3,PASS,9000000,USA,"Comedy, Drama",FALSE,FALSE,TRUE,Fox Searchlight Pictures,89
2007,tt0780607,The Signal,men,2,FAIL,50000,null,null,FALSE,FALSE,FALSE,null,-1
2007,tt0462538,The Simpsons Movie,ok,3,PASS,72500000,USA,"Animation, Adventure, Comedy",FALSE,FALSE,TRUE,20th Century Fox,88
2007,tt0469494,There Will Be Blood,nowomen,0,FAIL,25000000,USA,Drama,FALSE,FALSE,TRUE,Paramount Vantage,91
2007,tt0453556,TMNT,notalk,1,FAIL,35000000,"Hong Kong, USA","Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",TRUE,FALSE,TRUE,Warner Bros. Pictures,34
2007,tt0418279,Transformers,notalk,1,FAIL,151000000,USA,"Action, Adventure, Sci-Fi",TRUE,FALSE,TRUE,Dreamworks,57
2007,tt0861739,Tropa de Elite,ok,3,PASS,6537890,"Brazil, USA, Argentina","Action, Crime, Drama, Thriller",TRUE,TRUE,TRUE,IFC Films,53
2007,tt0473308,Waitress,ok,3,PASS,1500000,USA,"Comedy, Drama, Romance",FALSE,FALSE,TRUE,Fox Searchlight Pictures,90
2007,tt0498399,We Own the Night,nowomen,0,FAIL,28000000,USA,"Crime, Drama, Thriller",FALSE,TRUE,TRUE,Sony/Columbia,57
2007,tt0496436,White Noise 2: The Light,notalk,1,FAIL,10000000,"USA, Canada","Drama, Fantasy, Horror, Thriller",FALSE,FALSE,TRUE,Universal Studios,75
2006,tt0416449,300,nowomen,0,FAIL,60000000,"USA, Canada, Bulgaria","Action, Fantasy, War",TRUE,FALSE,TRUE,Warner Bros. Pictures,60
2006,tt0405296,A Scanner Darkly,notalk,1,FAIL,20000000,USA,"Animation, Crime, Drama, Mystery, Sci-Fi, Thriller",FALSE,TRUE,TRUE,Warner Independent Pictures,67
2006,tt0437800,Akeelah and the Bee,ok,3,PASS,8000000,USA,"Drama, Family",FALSE,FALSE,TRUE,Lionsgate Releasing,85
2006,tt0429591,Aquamarine,ok,3,PASS,12000000,USA,"Comedy, Family, Fantasy, Romance",FALSE,FALSE,TRUE,20th Century Fox,51
2006,tt0416496,Bandidas,ok,3,PASS,35000000,"France, Mexico, USA","Action, Comedy, Crime, Western",TRUE,TRUE,TRUE,20th Century Fox,62
2006,tt0454082,Black Christmas,ok,3,PASS,9000000,"USA, Canada",Horror,FALSE,FALSE,TRUE,N/A,-1
2006,tt0450259,Blood Diamond,notalk,1,FAIL,100000000,"USA, Germany","Adventure, Drama, Thriller",FALSE,FALSE,TRUE,Warner Bros. Pictures,63
2006,tt0479647,"Bon Cop, Bad Cop",notalk,1,FAIL,8000000,Canada,"Action, Comedy, Crime, Thriller",TRUE,TRUE,FALSE,Vivafilm,78
2006,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,notalk,1,FAIL,18000000,"USA, UK",Comedy,FALSE,FALSE,TRUE,20th Century Fox,91
2006,tt0470705,Bug,ok,3,PASS,4000000,"USA, Germany","Drama, Thriller",FALSE,FALSE,TRUE,Lionsgate Films,61
2006,tt0317219,Cars,notalk,1,FAIL,70000000,USA,"Animation, Comedy, Family, Fantasy, Sport",FALSE,FALSE,TRUE,Buena Vista,74
2006,tt0381061,Casino Royale,notalk,1,FAIL,102000000,"UK, Czech Republic, USA, Germany, Bahamas","Action, Adventure, Thriller",TRUE,FALSE,TRUE,Sony,94
2006,tt0206634,Children of Men,ok,3,PASS,76000000,"USA, UK, Japan","Drama, Sci-Fi, Thriller",FALSE,FALSE,TRUE,Universal Pictures,92
2006,tt0479884,Crank,nowomen,0,FAIL,12000000,USA,"Action, Crime, Thriller",TRUE,TRUE,TRUE,Lionsgate,61
2006,tt0405094,Das Leben Der Anderen,nowomen,0,FAIL,2000000,Germany,"Drama, Thriller",FALSE,FALSE,FALSE,Sony Pictures Classics,92
2006,tt0398913,DOA: Dead or Alive,ok,3,PASS,30000000,"UK, Germany, USA, Japan","Action, Adventure",TRUE,FALSE,TRUE,The Weinstein Co.,33
2006,tt0457430,El laberinto del fauno (Pan's Labyrinth),ok,3,PASS,16000000,"Mexico, Spain, USA","Drama, Fantasy, War",FALSE,FALSE,TRUE,Picturehouse,95
2006,tt0449010,Eragon,notalk,1,FAIL,100000000,"USA, UK, Hungary","Action, Adventure, Family, Fantasy",TRUE,FALSE,TRUE,N/A,-1
2006,tt0457572,Fido,men,2,FAIL,8000000,Canada,"Comedy, Drama, Horror, Sci-Fi",FALSE,FALSE,FALSE,Roadside Attractions/Samuel Goldwyn,72
2006,tt0414982,Final Destination 3,ok,3,PASS,25000000,"USA, Germany",Horror,FALSE,FALSE,TRUE,New Line Cinema,43
2006,tt0424095,Flushed Away,nowomen,0,FAIL,149000000,"UK, USA","Animation, Adventure, Comedy, Family, Fantasy",FALSE,FALSE,TRUE,Paramount,73
2006,tt0470765,For Your Consideration,ok,3,PASS,12000000,USA,Comedy,FALSE,FALSE,TRUE,Warner Independent Pictures,52
2006,tt0436331,Friends with Money,ok,3,PASS,6500000,USA,"Comedy, Drama, Romance",FALSE,FALSE,TRUE,N/A,-1
2006,tt0438097,Ice Age: The Meltdown,notalk,1,FAIL,75000000,null,null,FALSE,FALSE,FALSE,null,-1
2006,tt0417225,Idlewild,ok,3,PASS,15000000,USA,"Crime, Drama, Musical, Romance",FALSE,TRUE,TRUE,Universal Pictures,47
2006,tt0493430,Jackass Number Two,notalk,1,FAIL,11000000,USA,"Documentary, Action, Comedy",TRUE,FALSE,TRUE,Paramount,63
2006,tt0452637,Lady in the Water,men,2,FAIL,75000000,USA,"Drama, Fantasy, Mystery, Thriller",FALSE,FALSE,TRUE,Warner Bros. Pictures,25
2006,tt0408985,Last Holiday,ok,3,PASS,45000000,USA,"Comedy, Romance",FALSE,FALSE,TRUE,Paramount Pictures,56
2006,tt0498380,Letters from Iwo Jima,notalk,1,FAIL,13000000,USA,"Drama, History, War",FALSE,FALSE,TRUE,Warner Bros. Pictures,91
2006,tt0404203,Little Children,ok,3,PASS,14000000,USA,"Drama, Romance",FALSE,FALSE,TRUE,New Line Cinema,80
2006,tt0449059,Little Miss Sunshine,ok,3,PASS,8000000,USA,"Comedy, Drama",FALSE,FALSE,TRUE,Fox Searchlight,91
2006,tt0490166,London To Brighton,ok,3,PASS,825000,UK,"Crime, Drama, Thriller",FALSE,TRUE,FALSE,Outsider Films,67
2006,tt0425210,Lucky Number Slevin,notalk,1,FAIL,27000000,"Germany, UK, USA, Canada","Crime, Drama, Mystery, Thriller",FALSE,TRUE,TRUE,N/A,-1
2006,tt0483726,Man of the Year,notalk,1,FAIL,20000000,USA,"Comedy, Drama, Romance, Thriller",FALSE,FALSE,TRUE,Universal Pictures,22
2006,tt0422720,Marie Antoinette,ok,3,PASS,40000000,"USA, France, Japan","Biography, Drama, History, Romance",FALSE,FALSE,TRUE,Sony Pictures,56
2006,tt0482546,Miss Potter,ok,3,PASS,30000000,"UK, USA, Isle Of Man","Biography, Drama",FALSE,FALSE,TRUE,MGM,67
2006,tt0385880,Monster House,ok,3,PASS,75000000,USA,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",FALSE,FALSE,TRUE,Sony Pictures Releasing,74
2006,tt0457510,Nacho Libre,nowomen,0,FAIL,32000000,"Germany, USA","Comedy, Family, Sport",FALSE,FALSE,TRUE,Paramount Pictures,40
2006,tt0477347,Night at the Museum,ok,3,PASS,110000000,"USA, UK","Adventure, Comedy, Family, Fantasy",FALSE,FALSE,TRUE,20th Century Fox,43
2006,tt0465551,Notes on a Scandal,ok,3,PASS,27500000,UK,"Crime, Drama, Romance, Thriller",FALSE,TRUE,FALSE,Fox Searchlight Pictures,87
2006,tt0907657,Once,men,2,FAIL,150000,Ireland,"Drama, Music, Romance",FALSE,FALSE,FALSE,Fox Searchlight,97
2006,tt0400717,Open Season,notalk,1,FAIL,85000000,USA,"Animation, Adventure, Comedy, Family, Fantasy",FALSE,FALSE,TRUE,Sony Pictures,48
2006,tt0396171,Perfume: The Story of a Murderer,ok,3,PASS,63700000,"Germany, France, Spain, USA","Crime, Drama",FALSE,TRUE,TRUE,Dreamworks,58
2006,tt0383574,Pirates of the Caribbean: Dead Man&#39;s Chest,men,2,FAIL,225000000,USA,"Action, Adventure, Fantasy",TRUE,FALSE,TRUE,Buena Vista,53
2006,tt0409182,Poseidon,men,2,FAIL,160000000,USA,"Action, Adventure, Drama, Thriller",TRUE,FALSE,TRUE,Warner Bros. Pictures,33
2006,tt0451176,Quinceanera,ok,3,PASS,400000,USA,Drama,FALSE,FALSE,TRUE,Sony Pictures Classics,86
2006,tt0405508,Rang De Basanti,ok,3,PASS,5300000,India,"Comedy, Drama",FALSE,FALSE,FALSE,N/A,-1
2006,tt0439289,Running with Scissors,ok,3,PASS,12000000,USA,"Comedy, Drama",FALSE,FALSE,TRUE,Sony Pictures,31
2006,tt0454945,She&#39;s the Man,men,2,FAIL,25000000,"USA, Canada","Comedy, Romance, Sport",FALSE,FALSE,TRUE,DreamWorks SKG,44
2006,tt0367027,Shortbus,ok,3,PASS,2000000,USA,"Drama, Romance",FALSE,FALSE,TRUE,ThinkFilm,67
2006,tt0384537,Silent Hill,ok,3,PASS,50000000,"Canada, France, Japan, USA",Horror,FALSE,FALSE,TRUE,Sony Pictures,31
